score,review
5.0 out of 5 stars,"
  Fits as expected and the design is classic dress shirt. Crisp white color and the stitching is high quality. I also like the material very much too. It feels good yet holds its shape well even with no or very minimal starch and it is not too thin i.e. not see through at all. Pinpoint weave
"
4.0 out of 5 stars,"
  Thi s white cotton dress shirt is ideal for the office. It isnicely constructed and true to size. I like the double pleat int eh bck and the rounded hem. The fabric is light and a bit transparent. Undershirts are visible underneath. It launders nicely and is a nice quality business essential.
"
4.0 out of 5 stars,"
  This is more of a basic dress shirt, was hoping for a more modern/smooth fit.  The collar feels like it's on the larger side for the size, and the arms where the connect feel like they are a bit restricting, not a great fit, ends up being a bit boxy.<br><br>The fabric pattern is subtle but nice.
"
4.0 out of 5 stars,"
  Fits well and looks great. It's a bit stiff, and even after some dry-cleaning there isn't much give.
"
5.0 out of 5 stars,"
  The material and the cut are similar to more expensive brands from major department stores. No way anyone would guess this is an Amazon Essentials brand shirt. I will be ordering more as they are great for office, church or going out.
"
2.0 out of 5 stars,"
  The neck fits me perfectly. The sleeves are too long. The length of the shirt tails is ideal. The diameter of the chest is too large. A shame, as the check pattern is perfect, the construction is sound, and the buttons are neatly and tightly sewn on.
"
3.0 out of 5 stars,"
  Nice quality construction, with good attention to finish details. The fabric is attractive, and the spread collar works well with or without a tie. It is amply cut across the belly, so if you prefer a trim or athletic fit, this is not for you.
"
5.0 out of 5 stars,"
  Very nice and crisp dress shirt.  The tattersall plaid pattern is subtle.<br><br>However, I think the shirt fits a size too small, or maybe I am a size too big?<br><br>Anyway , it has a really nice feel, 100% cotton.
"
1.0 out of 5 stars,"
  An 18"" neck and a 36""37"" arm shouldn't have a chest/waist size for a 120 lb man.  These shirts were off the chart small, except in the neck and arm length.
"
4.0 out of 5 stars,"
  This could have been a Arrow shirt in the 1960s. Old school / classic mens' dress shirt. Medium weight fabric, traditional cut and decent fabric. Should be good for many wearings.
"
4.0 out of 5 stars,"
  This is a well-made shirt; subtle, tattersall pattern with purple lines, appropriately labeled ""essential"".  Certainly versatile and comfortable.  Can be worn with slacks or jeans. Good price too.
"
5.0 out of 5 stars,"
  This runs a bit big as often happens with Amazon shirts. It's a nice dress shirt in a comfortable fabric. The collar does not button down. The fabric is bit thin, slightly see-through.
"
5.0 out of 5 stars,"
  A classic fit that’s not billow-y. What a concept! This fits great. Amazon clothing is on par with most mall/department store/big box retail in terms of quality. Great value.
"
4.0 out of 5 stars,"
  A white button down shirt is a staple in the wardrobe of many men.  This fits the bill.  It fits as expected and looks as pictured.  Solid shirt.
"
5.0 out of 5 stars,"
  I have not had good luck finding a really nice dress shirt online. Usually the fabric is too thin, the cut is too narrow, etc. This fits the bill perfectly.
"
5.0 out of 5 stars,"
  This shirt is a great fit for my husband (true to size).  He says it is comfortable and easy care, wrinkle-free.  We've washed it a few times and it looks great.
"
4.0 out of 5 stars,"
  Good price conscience shirt for my slender, tall sons. It's a little thin in the fabric, but is fine with an undershirt.
"
4.0 out of 5 stars,"
  Comfortable fabric, well-made. The pattern is nice and the colors subdued. Will wash easily and seems durable overall.
"
5.0 out of 5 stars,"
  Very nice quality for the price! Great work shirt
"
3.0 out of 5 stars,"
  The  34/35 is about one inch longer, really a 35/36 and more on the 36"" length.  Otherwise a great looking shirt, especially for the price.
"
5.0 out of 5 stars,"
  Fit perfectly and made with quality material
"
5.0 out of 5 stars,"
  These shirts are the best dress shirts for work. I bought 10 of them. They don’t cost that much so you can buy plenty and not worry about throwing one away if you stained it.
"
5.0 out of 5 stars,"
  Very nice quality dress shirt! Goes with Levi’s and or slacks and fits very nice with a vest and tie! Perfect fit after measuring!
"
5.0 out of 5 stars,"
  The shirt did not leave much room and I had to order a size larger than normal and it still did
"
5.0 out of 5 stars,"
  This is a great shirt for the price!
"
5.0 out of 5 stars,"
  Needed them for funeral...color was what we needed
"
5.0 out of 5 stars,"
  Like
"
5.0 out of 5 stars,"
  For me
"
3.0 out of 5 stars,"
  Stuff is really nice but the color is too light.
"
5.0 out of 5 stars,"
  I love being able to get a shirt with a choice of sleeve length as I have short arms. I'm a 17.5 "" neck and only 5'9"" tall so usually end up with shirts tailored for a gorilla . These shirts fit ! Are well made summer weight shirts. I usually pay twice the price at M&amp; S, and the sleeves never fit. I have all 4 choices for this reason and wish they did more.
"
4.0 out of 5 stars,"
  Very good quality shirt.<br>A ;little on the large side but very comfortable.<br>One problem however is that the sleeves are really long and I have fairly long arms!!<br>Great when rolled up but I will need arm braces to wear under a suit.<br>Paul
"
5.0 out of 5 stars,"
  Really good fit. Fits round my stomach nicely which not all shirts do. Arms fit well and are of a generous fit.<br><br>Nice finish hopefully will wear well.
"
5.0 out of 5 stars,"
  I am long in the body so 37” sleeve gives you a much longer shirt to fit in the waist .Great fit and great material and very smart collar . Very happy , i have the set ie 4 shirts. Recommend.
"
5.0 out of 5 stars,"
  I have lots of coloured shorts but this allowed a sensible price short in white wrinkle free well easier to iron. Fits well and feels comfy.
"
5.0 out of 5 stars,"
  Nice looking well made shirt. Washes well and dries fairly crease free......I hate ironing. Few minutes in tumble dryer on decrease setting and it’s ready to wear again.
"
5.0 out of 5 stars,"
  Very Good Quality and Very Good Presentation. I feel very well with it...<br>I will buy some more...
"
5.0 out of 5 stars,"
  Love this shirt very nice quality and a good fit looked very smart sadly it was ordered for a funeral.
"
2.0 out of 5 stars,"
  The sleeves on this shirt were really short and the fit on the body was boxy.  Not sure who this would actually fit.
"
5.0 out of 5 stars,"
  The shirt looks very good. It is to be sent as a present so can't say how it fits yet.
"
5.0 out of 5 stars,"
  Great value for money. Great fit. Washes well. Looks very nice on too.
"
5.0 out of 5 stars,"
  Good shirt but the delivery service was terrible..
"
5.0 out of 5 stars,"
  Bought for my dad. They're his favourite shirts!
"
5.0 out of 5 stars,"
  good material good value great thank you
"
5.0 out of 5 stars,"
  Good fit round my larger body.<br>Feels like good quality but not worn yet as using short sleeves.
"
5.0 out of 5 stars,"
  OMG, what a brilliant quality/ fit shirt for knocking around in! You could easily wear it with a suit and tie if you don’t mind a single cuff. 😊
"
3.0 out of 5 stars,"
  Well made. Smaller than a 4x should be. Tight round chest. My other 4x fits fine.
"
5.0 out of 5 stars,"
  Beautiful blue shirt 👌
"
5.0 out of 5 stars,"
  Greatly value for money and a perfect fit.
"
5.0 out of 5 stars,"
  Quality.
"
5.0 out of 5 stars,"
  Excellent fit. And goes with my suit
"
4.0 out of 5 stars,"
  Smooth and comfy. Haven’t wished it yet so don’t know post wash condition
"
4.0 out of 5 stars,"
  I'm not sure what others are complaining about regarding the sizing. It fits my fat belly perfectly well, and I received exactly what i was expecting. Neck size 18.5 matches up very well with other shirts I have of that size. More than enough room in the body. This is not slim-fit at all.<br><br>Material seems a little flimsy, but not too bad. Certainly nothing to complain about for the price. We'll see how well and long it lasts. Any better than 6 months and I'd say it's worth the money, though I'd rather spend more for something that will last longer.<br><br>Only complaint is that there are little plastic bits in the collar to keep it pointed. My collar only had one of these in place, as the little pocket for them is left open on one end. Must have fallen out somewhere along the way...
"
5.0 out of 5 stars,"
  These shirts are a really good deal. They fit as expected, though they're a little long. Shouldn't pose a problem, though. Material is nice, will probably work well in the warmer weather. It looks sharp, will do very nicely for the office. Wish there was some way to be notified when the other colours I want in my size come back in stock.
"
2.0 out of 5 stars,"
  This product appears and feels on the cheap side.  But for $26 it is not bad, I just expected more.  If Amazon Essentials were to come out with a premium line, that likely would be better.  Would I purchase again, no.  I have not tried other AE clothing products and not sure I would further.
"
1.0 out of 5 stars,"
  My wrinkle free non iron shirt arrived rolled up in a ball in a very small bag (see photo). Terrible packaging by amazon had to pay $5 for dry cleaning to get all the wrinkles out. So much for wrinkle free!!!!
"
5.0 out of 5 stars,"
  Very nice shirt. Given its low price, I was expecting only a reasonably made product, but the quality of the shirt actually exceeds my expectation. The colour of the real thing is darker than the picture and looks better in real thing.
"
4.0 out of 5 stars,"
  this is the regular size that I take but the body on these shirts was a little bit narrower than all my others<br>Also, it was not as wrinkle free as I had hoped and collar absorbs neck skin oil very quickly
"
3.0 out of 5 stars,"
  I AM USED TO BUYING SHIRTS BY LARGE XLARGE OR XXLARGE - FOUND IT VERY HARD TO BUY BY NECK SIZE TO HAD TO RETURN AS IT TURNED OUT TO ONLY A SMALL SIZE.
"
5.0 out of 5 stars,"
  Love it. I like that fact that I can choose a shorter sleeve. I wear medium size shirt from local store. Usually the sleeves are too long.
"
5.0 out of 5 stars,"
  Very good shirt for the price, sleeve is a bit too long but other than that don’t hesitate.
"
5.0 out of 5 stars,"
  Very excellent well priced shirt<br><br>Doesn't shrink. Perfect size. Nice clean business casual shirt.  Collar doesn't curl up after wash.  So  I will repeat purchases .
"
4.0 out of 5 stars,"
  Cotton is decent but not great by any means.  At the price point that this shirt sells at I give it a pass though
"
5.0 out of 5 stars,"
  Es una camisa 100% algodón de muy buena calidad
"
5.0 out of 5 stars,"
  Great shirt winklefree after wash
"
4.0 out of 5 stars,"
  Tailored well with stiffness around neck and wrists as expected.  fabric is very thin and translucent [see through].  Not a problem for me as I keep my coat on when visiting clients.
"
5.0 out of 5 stars,"
  Great
"
3.0 out of 5 stars,"
  Too small
"
4.0 out of 5 stars,"
  Perfect and have done 2 washes ... has kept up. I feel the sleeves are about a inch short.
"
5.0 out of 5 stars,"
  A+
"
3.0 out of 5 stars,"
  A little tight in the chest given the neck and sleeve size
"
4.0 out of 5 stars,"
  Good price
"
4.0 out of 5 stars,"
  Overall a nice shirt
"
4.0 out of 5 stars,"
  Fits as expected and washes wrinkle free. Wife is happy!
"
5.0 out of 5 stars,"
  Consegna perfetta, camicia elegante, buon cotone.
"
5.0 out of 5 stars,"
  Parfait selon monchoixo
"
5.0 out of 5 stars,"
  Fit is perfect, material is perfect
"
5.0 out of 5 stars,"
  Good quality, perfect fit, great price. I am very happy with this purchase.
"
5.0 out of 5 stars,"
  This is one of the best clothing items I've ordered on Amazon.
"
3.0 out of 5 stars,"
  Nice shirt and material however it was too small
"
5.0 out of 5 stars,"
  Good value for the price.....nice shirt.
"
5.0 out of 5 stars,"
  Passt wie erwartet
"
4.0 out of 5 stars,"
  Two shirts ordered fit well.  Two did not fit at all.
"
4.0 out of 5 stars,"
  Semble de bonne qualité, col avec baleines ce qui n'est plus courant. Taille bien. A voir la tenue dans le temps après lavages.<br>Néanmoins le ""Guide des tailles"" Amazon n'est pas claire !
"
5.0 out of 5 stars,"
  i like that there was no pins and packing.  Good value.
"
5.0 out of 5 stars,"
  Great value
"
5.0 out of 5 stars,"
  Fit perfectly
"
3.0 out of 5 stars,"
  Ok
"
5.0 out of 5 stars,"
  Fit well, good quality
"
4.0 out of 5 stars,"
  It is good
"
4.0 out of 5 stars,"
  思うのは私だけかな？
"
4.0 out of 5 stars,"
  少し大きめ、許容範囲です
"
5.0 out of 5 stars,"
  とても落ち着く色でした。洗濯もしやすくしわになりづらいです。
"
